lat,lon,year,month,sst,mld,scew,scns,sal,chlor,pred
41.98,-70.23,2004.0,2.0,14.303,94.957,0.024,-0.013,35.294,0.523,0.21583333333333332
29.9,-81.26,2007.0,12.0,16.818,58.491,0.029,0.007,35.363,0.572,0.7931666666666666
47.83,-63.89,2017.0,7.0,22.885,12.354,0.038,0.005,34.919,1.028,0.925
30.81,-80.79,2017.0,1.0,15.935,82.535,0.044,-0.011,35.417,0.632,0.66025
42.0,-70.61,2015.0,5.0,17.151,20.622,0.04,0.016,35.205,1.104,0.13838095238095238
43.26,-68.47,2006.0,1.0,15.677,68.316,0.031,-0.014,35.152,0.729,0.21166666666666667
44.83,-66.49,2016.0,9.0,23.714,20.785,0.033,0.007,35.088,1.115,0.86
47.56,-63.48,2017.0,6.0,19.72,13.372,0.041,0.007,35.229,0.948,0.48844155844155834
42.02,-68.97,2007.0,6.0,19.21,12.883,0.038,0.005,35.088,0.827,0.5563275613275613
41.93,-70.27,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.7468333333333332
43.26,-68.47,2006.0,1.0,15.677,68.316,0.031,-0.014,35.152,0.729,0.6516190476190477
41.91,-70.15,2015.0,2.0,15.272,77.648,0.038,0.006,35.352,0.488,0.042
31.1,-81.21,2007.0,1.0,15.679,77.408,0.04,-0.023,35.122,0.694,0.43960714285714286
41.83,-70.27,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.8007857142857143
31.29,-81.05,2004.0,3.0,14.367,69.599,0.024,0.013,35.287,0.657,0.1503095238095238
30.56,-81.23,2009.0,1.0,15.484,72.882,0.039,-0.009,35.229,0.53,0.6074126984126984
42.05,-70.39,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.759095238095238
42.02,-70.29,2007.0,5.0,16.655,17.194,0.026,0.012,35.163,1.092,0.5106666666666666
41.3,-69.26,2004.0,5.0,16.709,17.561,0.038,0.001,35.21,1.093,0.4660714285714285
41.95,-70.62,2015.0,9.0,24.053,19.78,0.029,0.016,34.969,1.161,0.7589999999999999
41.82,-70.49,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.4229761904761905
30.63,-81.26,2013.0,1.0,15.634,78.116,0.034,-0.011,35.194,0.607,0.8338095238095241
43.11,-70.08,2002.0,11.0,18.823,44.959,0.043,-0.013,35.306,0.777,0.3945699855699855
42.14,-70.24,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.99
41.58,-69.75,2011.0,1.0,15.106,79.538,0.034,0.0,35.138,0.661,0.4341666666666667
42.06,-70.24,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.3303809523809524
41.81,-70.28,2016.0,3.0,15.224,52.131,0.039,-0.0,35.288,0.774,0.8505000000000001
42.09,-70.59,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.6618095238095237
41.87,-70.21,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.23938095238095236
47.51,-63.53,2017.0,6.0,19.72,13.372,0.041,0.007,35.229,0.948,0.5711666666666666
42.05,-70.26,2013.0,5.0,16.985,19.013,0.034,0.008,35.194,0.942,0.7049285714285716
41.88,-70.28,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.7424166666666667
43.42,-65.1,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.3286507936507936
41.92,-68.3,2009.0,6.0,20.106,11.872,0.039,0.005,35.026,0.937,0.43654761904761896
41.97,-70.13,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.8363333333333333
44.57,-66.55,2006.0,8.0,24.121,13.668,0.029,0.009,34.693,0.861,0.6957023809523808
30.79,-81.08,2010.0,2.0,14.028,119.402,0.027,-0.004,35.29,0.549,0.8439999999999998
30.09,-81.31,2010.0,1.0,14.997,94.105,0.026,-0.001,35.313,0.655,0.94
41.62,-69.43,2002.0,4.0,15.546,27.886,0.038,0.001,35.308,0.846,0.915
30.46,-81.24,2005.0,3.0,14.415,94.265,0.024,-0.002,35.237,0.557,0.5945945165945166
42.04,-69.98,2011.0,3.0,14.289,74.067,0.038,-0.012,35.15,0.764,0.4800000000000001
42.1,-70.4,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.4980476190476192
41.94,-70.21,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.6956969696969696
30.65,-81.18,2002.0,12.0,16.778,62.725,0.037,-0.036,35.387,0.605,0.8270476190476189
30.53,-81.3,2013.0,2.0,14.86,83.852,0.026,-0.008,35.259,0.526,0.6758253968253968
30.57,-81.29,2015.0,2.0,15.272,77.648,0.038,0.006,35.352,0.488,0.4576666666666665
31.04,-81.23,2012.0,1.0,15.816,66.019,0.028,0.004,35.153,0.687,0.8559123376623373
31.7,-81.01,2004.0,12.0,16.82,61.48,0.029,0.009,35.206,0.612,0.41233333333333344
42.97,-70.05,2002.0,12.0,16.778,62.725,0.037,-0.036,35.387,0.605,0.93
41.72,-69.52,2005.0,4.0,15.081,35.739,0.031,0.004,35.133,1.085,0.9366666666666665
29.9,-81.25,2005.0,3.0,14.415,94.265,0.024,-0.002,35.237,0.557,0.6744999999999999
42.51,-70.57,2006.0,7.0,22.834,12.501,0.034,0.001,34.704,0.738,0.2021666666666667
42.03,-70.13,2017.0,3.0,14.791,83.635,0.027,0.001,35.424,0.556,0.5872738095238095
42.38,-70.04,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.3748333333333333
47.47,-63.46,2017.0,6.0,19.72,13.372,0.041,0.007,35.229,0.948,0.1796944444444445
42.06,-70.08,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.05
41.81,-69.7,2010.0,5.0,16.527,19.861,0.029,0.003,35.087,1.037,0.4875238095238097
41.86,-70.21,2012.0,2.0,15.085,67.98,0.034,-0.007,35.184,0.588,0.03571428571428571
41.47,-70.19,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.078
42.05,-70.02,2005.0,10.0,21.313,29.293,0.029,-0.002,34.937,0.868,0.07516666666666666
30.93,-81.14,2006.0,2.0,14.728,76.855,0.031,-0.019,35.205,0.599,0.6833333333333332
30.92,-81.11,2015.0,1.0,16.241,70.502,0.04,0.003,35.31,0.58,0.08816666666666667
26.34,-80.05,2016.0,1.0,16.139,73.567,0.037,-0.009,35.289,0.618,0.32548845598845594
41.91,-70.22,2011.0,3.0,14.289,74.067,0.038,-0.012,35.15,0.764,0.11583333333333334
31.44,-80.66,2006.0,3.0,14.378,84.463,0.024,-0.008,35.185,0.688,0.9852500000000001
42.0,-70.29,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.3998333333333333
42.03,-70.16,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.7096190476190476
41.35,-69.3,2005.0,4.0,15.081,35.739,0.031,0.004,35.133,1.085,0.16333333333333333
44.68,-66.42,2012.0,8.0,24.898,12.74,0.035,0.007,34.696,0.748,0.16849999999999998
42.18,-67.4,2009.0,8.0,24.3,13.698,0.034,0.009,34.872,0.959,0.6525634920634922
41.78,-68.68,2013.0,5.0,16.985,19.013,0.034,0.008,35.194,0.942,0.6250000000000001
41.93,-70.27,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.27566666666666667
42.1,-70.24,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.6415000000000001
41.88,-70.35,2011.0,1.0,15.106,79.538,0.034,0.0,35.138,0.661,0.18283333333333335
47.85,-63.76,2017.0,7.0,22.885,12.354,0.038,0.005,34.919,1.028,0.9366666666666668
47.54,62.57,2017.0,11.0,19.632,45.014,0.027,0.006,35.222,1.157,0.05083333333333333
42.22,-69.4,2003.0,7.0,22.665,12.303,0.039,0.01,35.02,0.82,0.3197857142857143
41.95,-70.17,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.5848333333333333
41.8,-70.41,2016.0,3.0,15.224,52.131,0.039,-0.0,35.288,0.774,0.06833333333333333
41.24,-69.51,2009.0,7.0,22.779,11.834,0.039,0.009,34.862,0.924,0.845047619047619
41.98,-70.24,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.48719047619047606
31.03,-81.22,2015.0,12.0,17.625,59.389,0.031,-0.001,35.261,0.756,0.8008333333333333
41.94,-70.15,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.8426309523809523
41.88,-68.47,2003.0,5.0,16.968,16.18,0.04,0.007,35.245,1.17,0.4496190476190477
41.21,-68.98,2005.0,5.0,16.51,19.796,0.032,0.004,35.157,0.954,0.7749801587301584
43.47,-68.53,2009.0,10.0,20.946,32.108,0.028,0.005,35.022,0.957,0.14866666666666664
42.52,-70.42,2005.0,8.0,24.122,13.126,0.035,0.011,34.779,0.794,0.5780678210678211
41.79,-70.39,2011.0,1.0,15.106,79.538,0.034,0.0,35.138,0.661,0.07416666666666666
41.98,-70.11,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.08122727272727273
28.41,-80.42,2010.0,2.0,14.028,119.402,0.027,-0.004,35.29,0.549,0.18333333333333335
30.94,-80.97,2005.0,3.0,14.415,94.265,0.024,-0.002,35.237,0.557,0.22483333333333333
29.75,-81.24,2014.0,2.0,15.365,61.98,0.04,-0.0,35.337,0.513,0.44049999999999995
41.8,-70.33,2014.0,2.0,15.365,61.98,0.04,-0.0,35.337,0.513,0.3625555555555557
42.05,-70.58,2015.0,5.0,17.151,20.622,0.04,0.016,35.205,1.104,0.11800000000000001
41.93,-70.45,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.5206666666666666
41.3,-69.13,2004.0,5.0,16.709,17.561,0.038,0.001,35.21,1.093,0.6417107059607059
41.89,-70.46,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.7701666666666666
41.84,-70.19,2015.0,5.0,17.151,20.622,0.04,0.016,35.205,1.104,0.6612499999999999
31.09,-81.11,2006.0,1.0,15.677,68.316,0.031,-0.014,35.152,0.729,0.13933333333333334
42.87,-70.28,2010.0,10.0,21.238,30.587,0.029,0.007,34.965,0.877,0.6248095238095237
41.92,-70.18,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.46111111111111114
42.45,-70.76,2012.0,3.0,15.02,59.397,0.029,-0.009,35.169,0.842,0.4518037518037519
41.84,-70.39,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.9099999999999998
47.8,-63.91,2017.0,7.0,22.885,12.354,0.038,0.005,34.919,1.028,0.6296904761904762
30.25,-81.31,2005.0,12.0,17.017,56.464,0.033,-0.001,35.123,0.67,0.2825
42.62,-69.97,2009.0,2.0,14.594,84.837,0.034,0.004,35.168,0.556,0.8480238095238097
30.93,-81.13,2006.0,1.0,15.677,68.316,0.031,-0.014,35.152,0.729,0.45133333333333325
42.3,-68.83,2009.0,5.0,16.963,17.017,0.032,0.007,35.1,1.072,0.77
41.95,-70.22,2014.0,2.0,15.365,61.98,0.04,-0.0,35.337,0.513,0.9608333333333334
41.81,-70.31,2015.0,3.0,14.945,68.358,0.039,0.002,35.41,0.501,0.2788095238095238
29.84,-81.1,2013.0,1.0,15.634,78.116,0.034,-0.011,35.194,0.607,0.42297619047619045
30.64,-81.23,2003.0,1.0,15.189,79.976,0.04,-0.012,35.348,0.519,0.30422077922077917
42.13,-69.97,2002.0,4.0,15.546,27.886,0.038,0.001,35.308,0.846,0.786
30.67,-81.42,2005.0,3.0,14.415,94.265,0.024,-0.002,35.237,0.557,0.6992857142857144
42.07,-70.3,2013.0,5.0,16.985,19.013,0.034,0.008,35.194,0.942,0.4761666666666667
30.49,-81.23,2014.0,1.0,15.705,68.326,0.044,-0.003,35.201,0.543,0.5950000000000001
42.68,-70.68,2010.0,7.0,22.834,12.001,0.037,0.007,34.737,0.835,0.08333333333333334
30.26,-81.1,2013.0,1.0,15.634,78.116,0.034,-0.011,35.194,0.607,0.08892857142857144
26.05,-81.81,2018.0,1.0,15.837,76.273,0.033,0.004,35.47,0.597,0.8318809523809524
41.33,-68.87,2005.0,7.0,22.654,11.31,0.034,0.006,34.797,0.78,0.3791031746031747
32.26,-80.4,2005.0,12.0,17.017,56.464,0.033,-0.001,35.123,0.67,0.9121428571428573
42.01,-70.18,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.15004761904761904
42.03,-70.21,2014.0,3.0,15.041,58.317,0.035,0.001,35.33,0.586,0.20112121212121215
41.81,-70.39,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.18843939393939393
42.65,-70.42,2004.0,11.0,18.529,50.401,0.029,0.006,35.065,0.726,0.060833333333333336
42.11,-70.16,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.5897499999999999
30.97,-81.05,2007.0,2.0,14.542,87.923,0.039,-0.017,35.292,0.499,0.8283333333333333
43.2,-68.38,2010.0,1.0,14.997,94.105,0.026,-0.001,35.313,0.655,0.9333333333333335
31.03,-81.26,2006.0,2.0,14.728,76.855,0.031,-0.019,35.205,0.599,0.6286666666666667
46.69,-60.35,2014.0,6.0,19.626,12.849,0.042,0.006,35.154,0.96,0.6807738095238095
30.99,-81.17,2007.0,2.0,14.542,87.923,0.039,-0.017,35.292,0.499,0.675952380952381
42.23,-70.19,2004.0,6.0,19.152,13.58,0.037,0.008,35.088,0.846,0.833968253968254
41.77,-70.22,2007.0,5.0,16.655,17.194,0.026,0.012,35.163,1.092,0.46379581529581543
41.72,-69.52,2010.0,5.0,16.527,19.861,0.029,0.003,35.087,1.037,0.11107142857142857
41.85,-70.39,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.8668333333333333
41.47,-69.03,2005.0,5.0,16.51,19.796,0.032,0.004,35.157,0.954,0.193
30.91,-81.07,2007.0,2.0,14.542,87.923,0.039,-0.017,35.292,0.499,0.7163324607710829
41.97,-70.3,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.4039332611832612
42.05,-70.25,2014.0,3.0,15.041,58.317,0.035,0.001,35.33,0.586,0.09683333333333334
41.8,-70.11,2014.0,3.0,15.041,58.317,0.035,0.001,35.33,0.586,0.8985
42.1,-70.19,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.2688095238095238
41.81,-70.37,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.711920634920635
30.78,-81.11,2014.0,3.0,15.041,58.317,0.035,0.001,35.33,0.586,0.7788333333333333
42.1,-70.42,2016.0,4.0,15.698,36.158,0.031,0.001,35.232,0.969,0.7449523809523809
41.95,-70.33,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.47788492063492066
40.83,-69.94,2015.0,1.0,16.241,70.502,0.04,0.003,35.31,0.58,0.8983333333333334
30.49,-81.2,2009.0,2.0,14.594,84.837,0.034,0.004,35.168,0.556,0.9491666666666667
42.0,-70.2,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.3974675324675325
42.33,-70.77,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.5008531746031745
31.43,-81.02,2013.0,2.0,14.86,83.852,0.026,-0.008,35.259,0.526,0.818809523809524
42.85,-65.7,2004.0,8.0,23.822,13.909,0.032,0.011,34.938,0.817,0.46628571428571436
41.86,-70.49,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.6433412698412699
28.06,-80.55,2015.0,3.0,14.945,68.358,0.039,0.002,35.41,0.501,0.21980952380952384
42.72,-70.32,2013.0,5.0,16.985,19.013,0.034,0.008,35.194,0.942,0.17
31.53,-80.97,2013.0,2.0,14.86,83.852,0.026,-0.008,35.259,0.526,0.18166666666666667
30.38,-81.3,2004.0,3.0,14.367,69.599,0.024,0.013,35.287,0.657,0.5283333333333333
42.04,-70.24,2012.0,3.0,15.02,59.397,0.029,-0.009,35.169,0.842,0.4725000000000001
43.0,-70.01,2010.0,10.0,21.238,30.587,0.029,0.007,34.965,0.877,0.99
41.21,-70.45,2013.0,2.0,14.86,83.852,0.026,-0.008,35.259,0.526,0.20083333333333328
29.5,-81.13,2013.0,2.0,14.86,83.852,0.026,-0.008,35.259,0.526,0.15749999999999997
42.0,-70.28,2004.0,4.0,15.067,26.059,0.031,0.007,35.199,1.091,0.15
29.97,-81.08,2011.0,1.0,15.106,79.538,0.034,0.0,35.138,0.661,0.557011904761905
42.07,-70.1,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.6564761904761904
41.65,-69.91,2012.0,2.0,15.085,67.98,0.034,-0.007,35.184,0.588,0.3242142857142856
44.0,-68.03,2006.0,10.0,21.295,30.514,0.027,0.004,34.909,0.886,0.25165476190476194
47.52,-63.64,2017.0,7.0,22.885,12.354,0.038,0.005,34.919,1.028,0.013333333333333334
47.45,-63.48,2017.0,6.0,19.72,13.372,0.041,0.007,35.229,0.948,0.6379239877769288
42.01,-70.18,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.7681666666666668
50.07,-64.52,2016.0,8.0,24.59,14.065,0.037,0.005,34.957,0.973,0.15783333333333333
42.84,-69.79,2002.0,4.0,15.546,27.886,0.038,0.001,35.308,0.846,0.8562619047619049
30.3,-81.09,2005.0,2.0,14.793,77.596,0.025,-0.009,35.191,0.507,0.43533333333333346
42.9,-65.26,2006.0,8.0,24.121,13.668,0.029,0.009,34.693,0.861,0.3219285714285715
29.3,-80.92,2010.0,1.0,14.997,94.105,0.026,-0.001,35.313,0.655,0.42934126984126986
41.6,-69.87,2003.0,3.0,14.61,63.637,0.031,0.005,35.389,0.589,0.44716666666666655
41.21,-70.12,2017.0,7.0,22.885,12.354,0.038,0.005,34.919,1.028,0.5141666666666668
30.93,-81.31,2003.0,3.0,14.61,63.637,0.031,0.005,35.389,0.589,0.7463095238095238
42.05,-70.52,2014.0,3.0,15.041,58.317,0.035,0.001,35.33,0.586,0.6420119047619046
44.7,-66.55,2016.0,8.0,24.59,14.065,0.037,0.005,34.957,0.973,0.4809047619047617
30.39,-81.24,2003.0,1.0,15.189,79.976,0.04,-0.012,35.348,0.519,0.433
42.22,-66.31,2012.0,5.0,17.496,17.414,0.029,-0.003,35.151,0.96,0.6399047619047619
42.98,-70.15,2011.0,11.0,18.898,46.992,0.026,0.012,34.992,1.115,0.2467857142857143
44.76,-66.47,2012.0,9.0,23.91,20.252,0.031,0.01,34.823,1.079,0.6491428571428571
41.98,-70.2,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.5915
41.94,-70.2,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.8983809523809524
44.72,-66.42,2016.0,7.0,22.986,12.348,0.041,0.01,34.958,0.914,0.19941666666666666
41.79,-70.48,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.2101666666666667
41.69,-69.3,2004.0,4.0,15.067,26.059,0.031,0.007,35.199,1.091,0.5121666666666669
31.16,-81.2,2007.0,1.0,15.679,77.408,0.04,-0.023,35.122,0.694,0.36997619047619046
41.8,-70.17,2010.0,3.0,14.056,76.809,0.029,0.005,35.264,0.949,0.7403809523809523
47.7,-63.13,2017.0,10.0,21.582,33.934,0.034,0.011,35.035,1.093,0.8826666666666668
30.92,-81.04,2009.0,12.0,16.892,65.231,0.023,-0.01,35.239,0.665,0.8199920634920634
41.75,-68.57,2005.0,7.0,22.654,11.31,0.034,0.006,34.797,0.78,0.1693333333333333
41.92,-70.11,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.882
42.82,-65.58,2002.0,9.0,23.026,20.469,0.029,0.007,35.124,0.967,0.88
42.01,-70.51,2016.0,4.0,15.698,36.158,0.031,0.001,35.232,0.969,0.06533333333333333
41.26,-67.57,2006.0,3.0,14.378,84.463,0.024,-0.008,35.185,0.688,0.968
30.59,-81.15,2009.0,1.0,15.484,72.882,0.039,-0.009,35.229,0.53,0.35470238095238094
41.84,-68.48,2002.0,6.0,19.332,13.419,0.039,0.005,35.261,0.663,0.43567460317460316
41.56,-67.38,2006.0,4.0,15.12,33.071,0.029,0.01,35.219,1.372,0.6370198412698412
42.2,-70.21,2002.0,5.0,16.823,18.552,0.038,0.009,35.398,0.792,0.4926428571428571
48.46,-63.74,2017.0,8.0,24.224,14.249,0.036,0.007,34.999,1.04,0.12416666666666666
42.02,-70.21,2012.0,2.0,15.085,67.98,0.034,-0.007,35.184,0.588,0.5739285714285715
43.15,-69.27,2002.0,5.0,16.823,18.552,0.038,0.009,35.398,0.792,0.7284999999999999
48.45,-63.32,2017.0,6.0,19.72,13.372,0.041,0.007,35.229,0.948,0.13233333333333333
41.86,-70.14,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.8487380952380952
41.89,-70.45,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.4896666666666667
42.37,-68.87,2009.0,6.0,20.106,11.872,0.039,0.005,35.026,0.937,0.7202878787878788
27.87,-80.44,2016.0,2.0,15.263,69.409,0.039,0.005,35.32,0.698,0.4626666666666667
42.16,-70.08,2002.0,4.0,15.546,27.886,0.038,0.001,35.308,0.846,0.15554761904761907
48.03,-63.73,2017.0,8.0,24.224,14.249,0.036,0.007,34.999,1.04,0.4048333333333333
42.92,-69.0,2004.0,8.0,23.822,13.909,0.032,0.011,34.938,0.817,0.5973333333333335
41.96,-70.22,2012.0,1.0,15.816,66.019,0.028,0.004,35.153,0.687,0.6379642857142855
41.38,-68.66,2005.0,6.0,19.252,13.042,0.035,0.008,34.909,0.844,0.5473412698412699
41.82,-70.39,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.8018972138972138
42.22,-70.31,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.46628571428571436
44.81,-66.86,2010.0,8.0,24.312,13.453,0.031,0.006,34.76,0.843,0.9146666666666665
42.49,-70.54,2005.0,8.0,24.122,13.126,0.035,0.011,34.779,0.794,0.9350000000000002
36.63,-74.85,2013.0,7.0,23.141,11.893,0.035,0.005,34.85,0.902,0.7075
41.85,-70.41,2016.0,3.0,15.224,52.131,0.039,-0.0,35.288,0.774,0.9366666666666665
36.88,-75.87,2016.0,12.0,17.439,68.404,0.034,0.004,35.34,0.595,0.04416666666666666
42.92,-70.5,2005.0,7.0,22.654,11.31,0.034,0.006,34.797,0.78,0.6345357142857143
42.3,-70.1,2007.0,4.0,14.753,44.735,0.032,0.001,35.302,1.01,0.16504761904761903
30.86,-81.06,2009.0,2.0,14.594,84.837,0.034,0.004,35.168,0.556,0.6268809523809523
41.84,-70.08,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.3588571428571429
41.91,-70.43,2011.0,2.0,14.459,86.947,0.028,-0.007,35.12,0.638,0.48680952380952375
42.37,-69.37,2003.0,7.0,22.665,12.303,0.039,0.01,35.02,0.82,0.30028571428571427
41.9,-70.28,2004.0,3.0,14.367,69.599,0.024,0.013,35.287,0.657,0.5514999999999999
42.07,-70.03,2012.0,3.0,15.02,59.397,0.029,-0.009,35.169,0.842,0.525
42.9,-65.3,2005.0,7.0,22.654,11.31,0.034,0.006,34.797,0.78,0.7818333333333334
41.9,-69.8,2002.0,5.0,16.823,18.552,0.038,0.009,35.398,0.792,0.92
32.68,-79.67,2005.0,1.0,15.604,74.672,0.023,-0.013,35.262,0.537,0.8508333333333333
40.82,-70.15,2018.0,1.0,15.837,76.273,0.033,0.004,35.47,0.597,0.4764999999999999
30.06,-81.31,2003.0,12.0,17.119,63.112,0.029,0.004,35.252,0.606,0.03
30.97,-81.2,2014.0,2.0,15.365,61.98,0.04,-0.0,35.337,0.513,0.9
42.9,-70.29,2011.0,11.0,18.898,46.992,0.026,0.012,34.992,1.115,0.9433333333333332
42.83,-70.1,2003.0,12.0,17.119,63.112,0.029,0.004,35.252,0.606,0.5894877622377623
41.88,-70.49,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.39399999999999996
44.2,-66.87,2005.0,9.0,23.275,19.781,0.031,0.014,34.793,0.865,0.9058333333333333
42.06,-70.25,2013.0,5.0,16.985,19.013,0.034,0.008,35.194,0.942,0.8094761904761905
42.02,-70.37,2005.0,3.0,14.415,94.265,0.024,-0.002,35.237,0.557,0.522047619047619
30.31,-81.13,2007.0,1.0,15.679,77.408,0.04,-0.023,35.122,0.694,0.6616666666666666
41.83,-69.6,2014.0,5.0,16.934,21.703,0.039,0.005,35.346,1.023,0.5559999999999999
41.78,-70.49,2016.0,4.0,15.698,36.158,0.031,0.001,35.232,0.969,0.5324657287157286
28.37,-80.49,2013.0,1.0,15.634,78.116,0.034,-0.011,35.194,0.607,0.8763690476190475
42.11,-70.2,2010.0,3.0,14.056,76.809,0.029,0.005,35.264,0.949,0.712452380952381
42.02,-70.19,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.95
41.12,-70.88,2015.0,3.0,14.945,68.358,0.039,0.002,35.41,0.501,0.171
41.61,-69.12,2014.0,5.0,16.934,21.703,0.039,0.005,35.346,1.023,0.8113333333333334
30.64,-81.3,2013.0,1.0,15.634,78.116,0.034,-0.011,35.194,0.607,0.10083333333333332
41.73,-69.87,2011.0,3.0,14.289,74.067,0.038,-0.012,35.15,0.764,0.11343281718281718
41.79,-70.44,2016.0,4.0,15.698,36.158,0.031,0.001,35.232,0.969,0.6830595238095237
30.32,-81.23,2005.0,2.0,14.793,77.596,0.025,-0.009,35.191,0.507,0.7316219336219336
41.82,-70.32,2010.0,3.0,14.056,76.809,0.029,0.005,35.264,0.949,0.0875
42.35,-66.32,2012.0,6.0,19.984,13.19,0.045,0.004,35.002,0.886,0.9486190476190477
41.19,-68.85,2004.0,5.0,16.709,17.561,0.038,0.001,35.21,1.093,0.5003809523809525
42.91,-70.32,2006.0,11.0,19.063,43.313,0.026,0.003,35.036,0.867,0.06083333333333333
42.15,-69.87,2012.0,8.0,24.898,12.74,0.035,0.007,34.696,0.748,0.20047619047619047
41.88,-70.17,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.5163333333333333
43.05,-70.01,2007.0,10.0,21.331,30.06,0.027,0.012,35.024,0.906,0.8696666666666667
41.4,-68.92,2003.0,5.0,16.968,16.18,0.04,0.007,35.245,1.17,0.0705
41.98,-70.14,2017.0,2.0,15.196,79.868,0.035,0.005,35.411,0.543,0.7880952380952383
42.09,-70.25,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.6890692640692642
30.92,-81.04,2009.0,12.0,16.892,65.231,0.023,-0.01,35.239,0.665,0.8955
41.92,-70.27,2016.0,4.0,15.698,36.158,0.031,0.001,35.232,0.969,0.22554761904761902
29.95,-81.26,2010.0,2.0,14.028,119.402,0.027,-0.004,35.29,0.549,0.6203333333333333
43.11,-68.77,2011.0,11.0,18.898,46.992,0.026,0.012,34.992,1.115,0.6745000000000002
38.45,-74.41,2015.0,1.0,16.241,70.502,0.04,0.003,35.31,0.58,0.8035
42.26,-69.97,2003.0,7.0,22.665,12.303,0.039,0.01,35.02,0.82,0.7529879842379842
30.38,-81.46,2004.0,1.0,15.442,83.486,0.048,-0.038,35.368,0.563,0.7649920634920633
43.05,-70.17,2007.0,10.0,21.331,30.06,0.027,0.012,35.024,0.906,0.9725
31.28,-80.98,2013.0,2.0,14.86,83.852,0.026,-0.008,35.259,0.526,0.3966666666666667
42.91,-70.47,2005.0,7.0,22.654,11.31,0.034,0.006,34.797,0.78,0.8374166666666667
41.19,-69.0,2004.0,5.0,16.709,17.561,0.038,0.001,35.21,1.093,0.6916666666666668
41.88,-70.13,2017.0,3.0,14.791,83.635,0.027,0.001,35.424,0.556,0.7456666666666668
29.2,-80.99,2016.0,1.0,16.139,73.567,0.037,-0.009,35.289,0.618,0.9375
