lat,lon,year,month,sst,mld,scew,scns,sal,chlor,pred
30.11,-81.28,2010.0,1.0,14.997,94.105,0.026,-0.001,35.313,0.655,0.6723333333333333
47.59,-63.46,2017.0,7.0,22.885,12.354,0.038,0.005,34.919,1.028,0.3666666666666667
42.27,-69.79,2016.0,4.0,15.698,36.158,0.031,0.001,35.232,0.969,0.4701170496170496
41.92,-70.13,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.5054920634920635
42.03,-70.23,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.7174444444444444
47.75,-63.63,2017.0,6.0,19.72,13.372,0.041,0.007,35.229,0.948,0.7907500000000001
42.08,-70.55,2012.0,4.0,15.711,28.545,0.034,0.006,35.183,1.004,0.2955
42.12,-70.14,2006.0,4.0,15.12,33.071,0.029,0.01,35.219,1.372,0.25232142857142853
42.16,-70.32,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.8342460317460316
30.43,-81.23,2011.0,2.0,14.459,86.947,0.028,-0.007,35.12,0.638,0.3946904761904762
30.67,-81.08,2009.0,1.0,15.484,72.882,0.039,-0.009,35.229,0.53,0.17154761904761906
29.81,-80.96,2010.0,1.0,14.997,94.105,0.026,-0.001,35.313,0.655,0.9341666666666666
42.02,-70.2,2011.0,1.0,15.106,79.538,0.034,0.0,35.138,0.661,0.8414999999999999
41.2,-70.51,2013.0,2.0,14.86,83.852,0.026,-0.008,35.259,0.526,0.8123333333333334
40.62,-71.35,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.7997738095238093
41.82,-70.35,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.5128333333333334
42.03,-70.17,2014.0,3.0,15.041,58.317,0.035,0.001,35.33,0.586,0.8518055555555556
41.79,-70.29,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.6472261904761905
42.04,-70.6,2015.0,5.0,17.151,20.622,0.04,0.016,35.205,1.104,0.6579444444444443
41.8,-70.43,2015.0,5.0,17.151,20.622,0.04,0.016,35.205,1.104,0.9466666666666668
31.03,-81.17,2006.0,12.0,17.128,61.928,0.031,-0.011,35.081,0.655,0.19249999999999998
44.64,-66.48,2011.0,8.0,23.743,13.88,0.038,0.009,34.78,0.864,0.7216309523809524
41.79,-70.43,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.3104880952380951
29.1,-80.9,2006.0,1.0,15.677,68.316,0.031,-0.014,35.152,0.729,0.450452380952381
41.88,-70.33,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.29766666666666663
31.59,-80.96,2011.0,1.0,15.106,79.538,0.034,0.0,35.138,0.661,0.9168333333333335
43.14,-70.02,2011.0,11.0,18.898,46.992,0.026,0.012,34.992,1.115,0.7079960317460315
39.75,-74.08,2006.0,3.0,14.378,84.463,0.024,-0.008,35.185,0.688,0.3641031746031746
31.83,-80.77,2006.0,12.0,17.128,61.928,0.031,-0.011,35.081,0.655,0.15150000000000002
41.99,-69.77,2012.0,3.0,15.02,59.397,0.029,-0.009,35.169,0.842,0.5118333333333333
42.04,-70.04,2011.0,5.0,17.197,15.031,0.031,0.013,35.128,0.956,0.15
41.41,-71.06,2009.0,2.0,14.594,84.837,0.034,0.004,35.168,0.556,0.97
41.95,-70.53,2016.0,4.0,15.698,36.158,0.031,0.001,35.232,0.969,0.5061666666666668
42.14,-70.31,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.4896666666666667
41.83,-70.32,2016.0,1.0,16.139,73.567,0.037,-0.009,35.289,0.618,0.5489751082251083
42.2,-67.55,2004.0,6.0,19.152,13.58,0.037,0.008,35.088,0.846,0.6421428571428569
42.6,-69.88,2002.0,4.0,15.546,27.886,0.038,0.001,35.308,0.846,0.4045505050505051
41.91,-70.2,2002.0,3.0,14.652,63.585,0.039,0.006,35.419,0.557,0.6044761904761904
48.5,-63.73,2017.0,8.0,24.224,14.249,0.036,0.007,34.999,1.04,0.39441666666666647
42.37,-68.7,2016.0,5.0,17.656,15.846,0.035,0.005,35.174,0.956,0.5090198412698416
47.57,-63.51,2017.0,6.0,19.72,13.372,0.041,0.007,35.229,0.948,0.7965000000000001
46.84,-60.9,2016.0,8.0,24.59,14.065,0.037,0.005,34.957,0.973,0.57
29.96,-81.04,2014.0,3.0,15.041,58.317,0.035,0.001,35.33,0.586,0.830325396825397
42.92,-69.48,2011.0,6.0,19.888,12.388,0.034,0.003,34.97,0.906,0.5473333333333332
41.88,-70.47,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.3775
41.91,-70.24,2003.0,4.0,15.157,38.586,0.033,0.005,35.301,1.052,0.0425
47.43,-63.52,2017.0,7.0,22.885,12.354,0.038,0.005,34.919,1.028,0.2413809523809524
41.91,-70.23,2011.0,2.0,14.459,86.947,0.028,-0.007,35.12,0.638,0.7962344877344879
41.86,-70.34,2018.0,1.0,15.837,76.273,0.033,0.004,35.47,0.597,0.36800000000000005
41.84,-70.42,2004.0,4.0,15.067,26.059,0.031,0.007,35.199,1.091,0.35109920634920627
32.57,-79.94,2012.0,1.0,15.816,66.019,0.028,0.004,35.153,0.687,0.8983333333333334
30.67,-81.12,2010.0,1.0,14.997,94.105,0.026,-0.001,35.313,0.655,0.4019047619047619
31.03,-81.14,2003.0,12.0,17.119,63.112,0.029,0.004,35.252,0.606,0.8195
42.89,-69.76,2010.0,8.0,24.312,13.453,0.031,0.006,34.76,0.843,0.20995238095238097
42.69,-70.72,2005.0,7.0,22.654,11.31,0.034,0.006,34.797,0.78,0.9408333333333333
42.01,-70.22,2009.0,3.0,14.44,71.726,0.024,0.0,35.193,0.735,0.12516666666666668
43.39,-66.66,2007.0,8.0,23.62,13.838,0.031,0.007,34.86,0.824,0.4897023809523809
41.9,-69.72,2003.0,5.0,16.968,16.18,0.04,0.007,35.245,1.17,0.6960436507936505
48.05,-63.71,2017.0,8.0,24.224,14.249,0.036,0.007,34.999,1.04,0.06677777777777778
42.03,-69.95,2004.0,6.0,19.152,13.58,0.037,0.008,35.088,0.846,0.42358333333333326
42.55,-70.36,2010.0,9.0,23.133,20.028,0.035,0.012,34.887,0.876,0.49516666666666664
41.76,-70.26,2012.0,2.0,15.085,67.98,0.034,-0.007,35.184,0.588,0.2563333333333333
42.07,-70.25,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.6657698412698412
30.57,-81.21,2009.0,1.0,15.484,72.882,0.039,-0.009,35.229,0.53,0.24050000000000002
42.8,-65.58,2002.0,8.0,23.762,13.422,0.036,0.013,35.004,0.805,0.5722380952380952
31.12,-80.88,2006.0,2.0,14.728,76.855,0.031,-0.019,35.205,0.599,0.5296666666666667
40.83,-70.15,2018.0,1.0,15.837,76.273,0.033,0.004,35.47,0.597,0.5092777777777777
42.12,-70.37,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.49699206349206354
42.19,-70.02,2003.0,7.0,22.665,12.303,0.039,0.01,35.02,0.82,0.7295079365079364
41.87,-68.7,2002.0,6.0,19.332,13.419,0.039,0.005,35.261,0.663,0.5342200577200578
42.81,-69.07,2012.0,7.0,22.98,12.047,0.037,0.007,34.767,0.747,0.9066111111111109
41.17,-71.19,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.5709199134199133
40.18,-73.7,2002.0,3.0,14.652,63.585,0.039,0.006,35.419,0.557,0.08516666666666665
47.82,-64.02,2017.0,8.0,24.224,14.249,0.036,0.007,34.999,1.04,0.04666666666666666
42.0,-70.2,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.6348214285714285
31.21,-80.88,2012.0,1.0,15.816,66.019,0.028,0.004,35.153,0.687,0.0325
41.91,-70.18,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.698
30.84,-81.19,2009.0,1.0,15.484,72.882,0.039,-0.009,35.229,0.53,0.4863492063492063
31.64,-81.03,2002.0,12.0,16.778,62.725,0.037,-0.036,35.387,0.605,0.8418333333333335
41.92,-70.18,2011.0,1.0,15.106,79.538,0.034,0.0,35.138,0.661,0.6928333333333333
42.56,-67.51,2011.0,6.0,19.888,12.388,0.034,0.003,34.97,0.906,0.12666666666666668
41.89,-70.38,2005.0,3.0,14.415,94.265,0.024,-0.002,35.237,0.557,0.43948809523809523
41.89,-70.3,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.481234126984127
41.3,-69.06,2012.0,4.0,15.711,28.545,0.034,0.006,35.183,1.004,0.5394999999999999
42.12,-70.14,2006.0,4.0,15.12,33.071,0.029,0.01,35.219,1.372,0.22483333333333333
30.35,-81.38,2015.0,12.0,17.625,59.389,0.031,-0.001,35.261,0.756,0.15683333333333332
41.88,-70.46,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.935
41.97,-70.34,2003.0,4.0,15.157,38.586,0.033,0.005,35.301,1.052,0.35141666666666665
41.76,-70.31,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.26265476190476195
41.49,-68.93,2015.0,5.0,17.151,20.622,0.04,0.016,35.205,1.104,0.9590000000000001
42.08,-67.93,2007.0,6.0,19.21,12.883,0.038,0.005,35.088,0.827,0.6517103174603175
47.57,-63.5,2017.0,6.0,19.72,13.372,0.041,0.007,35.229,0.948,0.7628333333333334
47.51,-63.72,2017.0,7.0,22.885,12.354,0.038,0.005,34.919,1.028,0.3956053391053389
41.9,-70.48,2005.0,3.0,14.415,94.265,0.024,-0.002,35.237,0.557,0.5966428571428571
41.35,-69.07,2004.0,5.0,16.709,17.561,0.038,0.001,35.21,1.093,0.30726627143925894
41.87,-70.18,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.22066666666666668
41.89,-70.16,2017.0,2.0,15.196,79.868,0.035,0.005,35.411,0.543,0.8229761904761904
42.16,-70.01,2010.0,3.0,14.056,76.809,0.029,0.005,35.264,0.949,0.9283333333333335
41.03,-70.22,2004.0,4.0,15.067,26.059,0.031,0.007,35.199,1.091,0.6703571428571428
41.97,-70.17,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.2005
41.18,-69.06,2004.0,5.0,16.709,17.561,0.038,0.001,35.21,1.093,0.833547619047619
42.42,-70.82,2017.0,3.0,14.791,83.635,0.027,0.001,35.424,0.556,0.6240119047619048
30.82,-81.08,2006.0,3.0,14.378,84.463,0.024,-0.008,35.185,0.688,0.5673333333333335
30.33,-81.27,2006.0,2.0,14.728,76.855,0.031,-0.019,35.205,0.599,0.6146904761904759
41.95,-70.13,2010.0,3.0,14.056,76.809,0.029,0.005,35.264,0.949,0.7962344877344879
41.28,-71.84,2013.0,9.0,23.769,19.264,0.027,0.002,34.907,0.974,0.6281926406926407
42.04,-70.22,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.17916666666666667
41.99,-69.9,2006.0,4.0,15.12,33.071,0.029,0.01,35.219,1.372,0.31616666666666665
31.62,-80.61,2013.0,3.0,14.647,80.022,0.032,-0.016,35.353,0.598,0.357353896103896
41.8,-70.41,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.17975000000000002
41.33,-71.68,2010.0,5.0,16.527,19.861,0.029,0.003,35.087,1.037,0.27083333333333337
29.98,-81.31,2005.0,1.0,15.604,74.672,0.023,-0.013,35.262,0.537,0.9266666666666667
41.98,-70.42,2006.0,3.0,14.378,84.463,0.024,-0.008,35.185,0.688,0.48349999999999993
41.86,-70.36,2012.0,2.0,15.085,67.98,0.034,-0.007,35.184,0.588,0.5626865079365078
30.53,-81.12,2009.0,1.0,15.484,72.882,0.039,-0.009,35.229,0.53,0.5405317460317459
41.86,-70.23,2014.0,2.0,15.365,61.98,0.04,-0.0,35.337,0.513,0.846952380952381
44.62,-66.44,2016.0,8.0,24.59,14.065,0.037,0.005,34.957,0.973,0.5125000000000001
30.75,-81.24,2005.0,12.0,17.017,56.464,0.033,-0.001,35.123,0.67,0.18294047619047618
41.16,-69.16,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.543031746031746
41.93,-70.53,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.8384999999999999
41.95,-70.32,2014.0,3.0,15.041,58.317,0.035,0.001,35.33,0.586,0.7343333333333333
41.92,-70.14,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.65
30.77,-81.24,2005.0,3.0,14.415,94.265,0.024,-0.002,35.237,0.557,0.5780573038073038
31.38,-80.89,2013.0,1.0,15.634,78.116,0.034,-0.011,35.194,0.607,0.7223452380952381
41.93,-70.22,2014.0,2.0,15.365,61.98,0.04,-0.0,35.337,0.513,0.9075
42.16,-70.16,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.19516666666666663
42.78,-65.5,2005.0,8.0,24.122,13.126,0.035,0.011,34.779,0.794,0.49002380952380953
41.45,-69.54,2007.0,3.0,14.319,72.868,0.022,-0.001,35.261,0.692,0.8273809523809524
43.05,-69.84,2006.0,11.0,19.063,43.313,0.026,0.003,35.036,0.867,0.7479563492063491
41.22,-69.08,2007.0,6.0,19.21,12.883,0.038,0.005,35.088,0.827,0.092
29.84,-81.09,2006.0,3.0,14.378,84.463,0.024,-0.008,35.185,0.688,0.4998333333333333
41.05,-71.25,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.9808333333333333
41.93,-70.25,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.6413690476190476
42.12,-70.29,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.25857142857142856
42.03,-69.63,2013.0,5.0,16.985,19.013,0.034,0.008,35.194,0.942,0.1419642857142857
42.03,-70.17,2017.0,5.0,16.991,20.737,0.036,0.002,35.357,0.91,0.8852499999999999
41.99,-70.17,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.16416666666666666
42.87,-70.47,2005.0,7.0,22.654,11.31,0.034,0.006,34.797,0.78,0.15166666666666664
41.19,-69.07,2004.0,5.0,16.709,17.561,0.038,0.001,35.21,1.093,0.8234999999999998
42.33,-69.98,2006.0,4.0,15.12,33.071,0.029,0.01,35.219,1.372,0.8270714285714286
41.73,-69.04,2015.0,5.0,17.151,20.622,0.04,0.016,35.205,1.104,0.8264999999999999
41.84,-70.42,2004.0,4.0,15.067,26.059,0.031,0.007,35.199,1.091,0.8835
42.02,-70.45,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.725
30.19,-81.16,2009.0,2.0,14.594,84.837,0.034,0.004,35.168,0.556,0.1699545454545454
41.97,-70.25,2017.0,3.0,14.791,83.635,0.027,0.001,35.424,0.556,0.775
43.41,-68.32,2007.0,1.0,15.679,77.408,0.04,-0.023,35.122,0.694,0.8151666666666667
41.9,-70.27,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.47426190476190455
41.32,-69.05,2014.0,5.0,16.934,21.703,0.039,0.005,35.346,1.023,0.5834999999999999
41.79,-70.42,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.8000714285714287
41.8,-70.33,2007.0,3.0,14.319,72.868,0.022,-0.001,35.261,0.692,0.9704761904761904
44.69,-66.45,2006.0,7.0,22.834,12.501,0.034,0.001,34.704,0.738,0.9633333333333333
41.96,-70.24,2004.0,2.0,14.303,94.957,0.024,-0.013,35.294,0.523,0.6742142857142857
33.27,-78.77,2007.0,12.0,16.818,58.491,0.029,0.007,35.363,0.572,0.681
41.96,-70.41,2009.0,3.0,14.44,71.726,0.024,0.0,35.193,0.735,0.47118650793650796
48.53,-62.2,2017.0,9.0,23.536,20.124,0.031,0.005,35.042,1.175,0.6255000000000001
31.77,-80.59,2012.0,12.0,17.295,63.837,0.032,-0.002,35.11,0.687,0.8451666666666666
42.67,-69.72,2012.0,7.0,22.98,12.047,0.037,0.007,34.767,0.747,0.21166666666666667
42.1,-70.47,2007.0,4.0,14.753,44.735,0.032,0.001,35.302,1.01,0.6317827450327451
30.3,-81.25,2009.0,2.0,14.594,84.837,0.034,0.004,35.168,0.556,0.6747359307359305
31.77,-80.7,2009.0,2.0,14.594,84.837,0.034,0.004,35.168,0.556,0.5033333333333334
44.63,-66.57,2011.0,8.0,23.743,13.88,0.038,0.009,34.78,0.864,0.5021666666666667
42.13,-70.59,2005.0,3.0,14.415,94.265,0.024,-0.002,35.237,0.557,0.45075
43.1,-68.59,2005.0,1.0,15.604,74.672,0.023,-0.013,35.262,0.537,0.7841666666666666
41.78,-70.28,2017.0,2.0,15.196,79.868,0.035,0.005,35.411,0.543,0.5862261904761905
42.05,-70.46,2011.0,5.0,17.197,15.031,0.031,0.013,35.128,0.956,0.0815
30.39,-81.36,2012.0,2.0,15.085,67.98,0.034,-0.007,35.184,0.588,0.5158333333333334
44.68,-66.56,2015.0,8.0,24.319,13.806,0.035,0.011,35.011,0.922,0.7235952380952381
30.03,-81.23,2010.0,2.0,14.028,119.402,0.027,-0.004,35.29,0.549,0.8975
41.27,-68.9,2007.0,5.0,16.655,17.194,0.026,0.012,35.163,1.092,0.5336428571428571
30.35,-81.3,2006.0,1.0,15.677,68.316,0.031,-0.014,35.152,0.729,0.1519047619047619
41.48,-69.07,2002.0,7.0,22.082,12.515,0.037,0.008,35.003,0.753,0.7675
42.18,-69.76,2006.0,4.0,15.12,33.071,0.029,0.01,35.219,1.372,0.6179523809523808
30.99,-81.2,2006.0,1.0,15.677,68.316,0.031,-0.014,35.152,0.729,0.8488333333333332
41.93,-70.25,2014.0,3.0,15.041,58.317,0.035,0.001,35.33,0.586,0.22428373015873018
42.01,-70.47,2013.0,3.0,14.647,80.022,0.032,-0.016,35.353,0.598,0.17304761904761912
43.35,-68.53,2012.0,1.0,15.816,66.019,0.028,0.004,35.153,0.687,0.5063571428571428
43.66,-68.65,2014.0,7.0,22.979,12.132,0.044,0.01,34.933,0.812,0.6511645021645021
30.84,-81.39,2013.0,2.0,14.86,83.852,0.026,-0.008,35.259,0.526,0.6159166666666667
41.86,-70.23,2014.0,3.0,15.041,58.317,0.035,0.001,35.33,0.586,0.48683333333333323
31.06,-81.24,2015.0,1.0,16.241,70.502,0.04,0.003,35.31,0.58,0.24
41.95,-70.47,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.98
41.87,-70.25,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.975
41.91,-70.45,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.4958333333333333
38.26,-74.54,2015.0,2.0,15.272,77.648,0.038,0.006,35.352,0.488,0.7783333333333334
29.68,-81.21,2004.0,3.0,14.367,69.599,0.024,0.013,35.287,0.657,0.32415476190476183
47.69,-64.04,2017.0,7.0,22.885,12.354,0.038,0.005,34.919,1.028,0.6693333333333333
41.96,-70.18,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.7441666666666668
41.07,-70.65,2012.0,4.0,15.711,28.545,0.034,0.006,35.183,1.004,0.8446666666666666
42.08,-70.08,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.1733333333333333
42.02,-70.17,2017.0,3.0,14.791,83.635,0.027,0.001,35.424,0.556,0.6818527306027309
47.42,61.77,2017.0,11.0,19.632,45.014,0.027,0.006,35.222,1.157,0.1565
41.16,-70.14,2013.0,2.0,14.86,83.852,0.026,-0.008,35.259,0.526,0.184
42.07,-70.25,2011.0,4.0,14.972,42.327,0.032,0.009,35.198,0.988,0.4647727272727273
41.3,-69.2,2005.0,5.0,16.51,19.796,0.032,0.004,35.157,0.954,0.9109999999999999
43.77,-68.03,2011.0,10.0,21.335,30.384,0.027,-0.001,34.833,0.968,0.2008333333333333
42.14,-70.32,2011.0,2.0,14.459,86.947,0.028,-0.007,35.12,0.638,0.9324166666666668
47.76,-64.05,2017.0,6.0,19.72,13.372,0.041,0.007,35.229,0.948,0.9562857142857143
47.2,-60.07,2013.0,5.0,16.985,19.013,0.034,0.008,35.194,0.942,0.40301190476190485
32.97,-79.21,2009.0,2.0,14.594,84.837,0.034,0.004,35.168,0.556,0.9391666666666667
42.08,-70.12,2005.0,4.0,15.081,35.739,0.031,0.004,35.133,1.085,0.21033333333333332
42.26,-69.97,2012.0,7.0,22.98,12.047,0.037,0.007,34.767,0.747,0.5697976190476189
42.47,-70.63,2012.0,3.0,15.02,59.397,0.029,-0.009,35.169,0.842,0.8296666666666666
30.41,-81.19,2007.0,3.0,14.319,72.868,0.022,-0.001,35.261,0.692,0.490813492063492
41.93,-70.14,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.7304404761904761
41.76,-70.27,2016.0,2.0,15.263,69.409,0.039,0.005,35.32,0.698,0.0225
31.09,-81.0,2004.0,2.0,14.303,94.957,0.024,-0.013,35.294,0.523,0.75
41.91,-68.45,2014.0,5.0,16.934,21.703,0.039,0.005,35.346,1.023,0.7708333333333336
30.58,-81.12,2014.0,1.0,15.705,68.326,0.044,-0.003,35.201,0.543,0.8608571428571429
49.97,-64.42,2016.0,8.0,24.59,14.065,0.037,0.005,34.957,0.973,0.30183333333333334
41.8,-70.4,2017.0,3.0,14.791,83.635,0.027,0.001,35.424,0.556,0.4483809523809523
30.55,-80.99,2005.0,3.0,14.415,94.265,0.024,-0.002,35.237,0.557,0.30041847041847025
29.9,-81.27,2004.0,1.0,15.442,83.486,0.048,-0.038,35.368,0.563,0.6904603174603174
42.67,-69.26,2004.0,6.0,19.152,13.58,0.037,0.008,35.088,0.846,0.39868253968253975
41.84,-70.16,2013.0,2.0,14.86,83.852,0.026,-0.008,35.259,0.526,0.5267857142857142
36.88,-75.87,2016.0,12.0,17.439,68.404,0.034,0.004,35.34,0.595,0.7451666666666664
41.17,-70.39,2015.0,2.0,15.272,77.648,0.038,0.006,35.352,0.488,0.13997619047619048
42.53,-69.09,2005.0,7.0,22.654,11.31,0.034,0.006,34.797,0.78,0.8183333333333332
41.85,-70.41,2016.0,3.0,15.224,52.131,0.039,-0.0,35.288,0.774,0.09613095238095237
42.22,-68.06,2014.0,6.0,19.626,12.849,0.042,0.006,35.154,0.96,0.6499365079365078
42.0,-70.29,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.5059285714285714
41.82,-70.48,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.8136666666666668
42.04,-70.41,2016.0,2.0,15.263,69.409,0.039,0.005,35.32,0.698,0.6632023809523809
44.8,-66.68,2007.0,11.0,18.975,44.228,0.035,-0.002,35.102,0.817,0.7040981240981239
30.99,-81.22,2006.0,12.0,17.128,61.928,0.031,-0.011,35.081,0.655,0.9429166666666667
42.13,-70.45,2003.0,4.0,15.157,38.586,0.033,0.005,35.301,1.052,0.1790952380952381
30.99,-81.26,2007.0,3.0,14.319,72.868,0.022,-0.001,35.261,0.692,0.1857380952380952
44.63,-66.43,2005.0,8.0,24.122,13.126,0.035,0.011,34.779,0.794,0.8201666666666667
42.02,-70.2,2011.0,5.0,17.197,15.031,0.031,0.013,35.128,0.956,0.6609761904761905
41.97,-70.3,2003.0,4.0,15.157,38.586,0.033,0.005,35.301,1.052,0.7594047619047619
42.04,-70.33,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.14866666666666667
42.52,-70.8,2016.0,4.0,15.698,36.158,0.031,0.001,35.232,0.969,0.9105
42.27,-70.27,2007.0,5.0,16.655,17.194,0.026,0.012,35.163,1.092,0.39950793650793665
42.06,-70.26,2011.0,5.0,17.197,15.031,0.031,0.013,35.128,0.956,0.5524999999999999
30.44,-81.16,2007.0,3.0,14.319,72.868,0.022,-0.001,35.261,0.692,0.5049999999999999
47.83,-62.25,2017.0,6.0,19.72,13.372,0.041,0.007,35.229,0.948,0.1375
41.83,-70.25,2010.0,4.0,14.94,30.324,0.034,-0.007,35.276,1.286,0.5111666666666665
40.54,-71.14,2012.0,3.0,15.02,59.397,0.029,-0.009,35.169,0.842,0.4480238095238095
48.05,-63.71,2017.0,8.0,24.224,14.249,0.036,0.007,34.999,1.04,0.17516666666666666
42.95,-70.07,2006.0,12.0,17.128,61.928,0.031,-0.011,35.081,0.655,0.0883181818181818
41.93,-69.89,2011.0,3.0,14.289,74.067,0.038,-0.012,35.15,0.764,0.05
42.7,-70.62,2007.0,11.0,18.975,44.228,0.035,-0.002,35.102,0.817,0.800222222222222
31.87,-80.8,2007.0,12.0,16.818,58.491,0.029,0.007,35.363,0.572,0.6399047619047619
42.05,-70.29,2009.0,4.0,15.093,33.097,0.03,0.008,35.228,1.135,0.23380555555555557
31.05,-81.22,2006.0,1.0,15.677,68.316,0.031,-0.014,35.152,0.729,0.6935833333333331
41.88,-70.23,2011.0,3.0,14.289,74.067,0.038,-0.012,35.15,0.764,0.49250793650793656
43.53,-68.27,2007.0,12.0,16.818,58.491,0.029,0.007,35.363,0.572,0.49502380952380953
42.18,-70.24,2003.0,7.0,22.665,12.303,0.039,0.01,35.02,0.82,0.5221428571428571
42.12,-70.35,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.7322500000000001
41.98,-70.22,2004.0,4.0,15.067,26.059,0.031,0.007,35.199,1.091,0.8290068542568543
41.32,-69.0,2002.0,6.0,19.332,13.419,0.039,0.005,35.261,0.663,0.7113333333333334
41.28,-70.37,2014.0,12.0,17.791,59.607,0.026,0.001,35.153,0.636,0.8086666666666668
41.62,-69.6,2004.0,6.0,19.152,13.58,0.037,0.008,35.088,0.846,0.758
30.87,-81.12,2004.0,3.0,14.367,69.599,0.024,0.013,35.287,0.657,0.5536666666666666
43.13,-70.17,2006.0,11.0,19.063,43.313,0.026,0.003,35.036,0.867,0.6652575757575755
30.63,-81.11,2014.0,2.0,15.365,61.98,0.04,-0.0,35.337,0.513,0.12754761904761902
41.91,-70.23,2014.0,2.0,15.365,61.98,0.04,-0.0,35.337,0.513,0.083
42.44,-70.54,2015.0,3.0,14.945,68.358,0.039,0.002,35.41,0.501,0.6348174603174601
30.39,-80.98,2010.0,2.0,14.028,119.402,0.027,-0.004,35.29,0.549,0.03
43.07,-69.37,2011.0,11.0,18.898,46.992,0.026,0.012,34.992,1.115,0.955
42.09,-70.33,2015.0,4.0,15.4,42.14,0.037,-0.002,35.3,0.676,0.676686507936508
44.57,-66.53,2007.0,8.0,23.62,13.838,0.031,0.007,34.86,0.824,0.12683333333333333
29.86,-81.24,2007.0,2.0,14.542,87.923,0.039,-0.017,35.292,0.499,0.4501666666666668
42.04,-70.24,2005.0,4.0,15.081,35.739,0.031,0.004,35.133,1.085,0.5177936507936508
41.82,-70.52,2015.0,5.0,17.151,20.622,0.04,0.016,35.205,1.104,0.18095238095238098
31.02,-81.26,2009.0,2.0,14.594,84.837,0.034,0.004,35.168,0.556,0.969333333333333
41.83,-70.49,2013.0,4.0,15.155,44.587,0.023,0.011,35.257,1.059,0.3906666666666667
42.11,-70.14,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.23797619047619048
41.9,-70.5,2016.0,4.0,15.698,36.158,0.031,0.001,35.232,0.969,1.0
40.78,-69.95,2014.0,4.0,15.464,37.198,0.032,-0.004,35.321,0.813,0.803952380952381
42.92,-70.21,2011.0,11.0,18.898,46.992,0.026,0.012,34.992,1.115,0.18533333333333332
41.81,-69.86,2003.0,3.0,14.61,63.637,0.031,0.005,35.389,0.589,0.26090476190476186
41.98,-70.22,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.5235000000000002
42.1,-70.29,2007.0,4.0,14.753,44.735,0.032,0.001,35.302,1.01,0.3398333333333333
44.53,-66.45,2005.0,8.0,24.122,13.126,0.035,0.011,34.779,0.794,0.9175
41.91,-70.14,2017.0,4.0,15.42,40.908,0.034,0.007,35.434,0.827,0.18123809523809528
